"","Skin-Melanoma::SP124389","Skin-Melanoma::SP124362","Skin-Melanoma::SP124394","Skin-Melanoma::SP124334","Skin-Melanoma::SP124339","Skin-Melanoma::SP124454","Skin-Melanoma::SP124380","Skin-Melanoma::SP124273","Skin-Melanoma::SP124357","Skin-Melanoma::SP124399","Skin-Melanoma::SP124311","Skin-Melanoma::SP124355","Skin-Melanoma::SP124434","Skin-Melanoma::SP124428","Skin-Melanoma::SP124449","Skin-Melanoma::SP124298","Skin-Melanoma::SP124431","Skin-Melanoma::SP124396","Skin-Melanoma::SP124409","Skin-Melanoma::SP124341","Skin-Melanoma::SP124353","Skin-Melanoma::SP124278","Skin-Melanoma::SP124376","Skin-Melanoma::SP124346","Skin-Melanoma::SP124439","Skin-Melanoma::SP124351","Skin-Melanoma::SP124406","Skin-Melanoma::SP124323","Skin-Melanoma::SP124391","Skin-Melanoma::SP124423","Skin-Melanoma::SP124382","Skin-Melanoma::SP124415","Skin-Melanoma::SP124436","Skin-Melanoma::SP124460","Skin-Melanoma::SP124425","Skin-Melanoma::SP124456","Skin-Melanoma::SP124367","Skin-Melanoma::SP124281","Skin-Melanoma::SP124377","Skin-Melanoma::SP124412","Skin-Melanoma::SP124333","Skin-Melanoma::SP124359","Skin-Melanoma::SP124286","Skin-Melanoma::SP124329","Skin-Melanoma::SP124326","Skin-Melanoma::SP124458","Skin-Melanoma::SP124401","Skin-Melanoma::SP124264","Skin-Melanoma::SP124384","Skin-Melanoma::SP124403","Skin-Melanoma::SP124462","Skin-Melanoma::SP124271","Skin-Melanoma::SP124336","Skin-Melanoma::SP124452","Skin-Melanoma::SP124386","Skin-Melanoma::SP124441","Skin-Melanoma::SP124418","Skin-Melanoma::SP124291","Skin-Melanoma::SP124319","Skin-Melanoma::SP124305","Skin-Melanoma::SP124447","Skin-Melanoma::SP124344","Skin-Melanoma::SP124369","Skin-Melanoma::SP124348","Skin-Melanoma::SP124295","Skin-Melanoma::SP124444","Skin-Melanoma::SP124365","Skin-Melanoma::SP124420","Skin-Melanoma::SP124364","Skin-Melanoma::SP124307","Skin-Melanoma::SP82445","Skin-Melanoma::SP83242","Skin-Melanoma::SP103894","Skin-Melanoma::SP83382","Skin-Melanoma::SP82451","Skin-Melanoma::SP104330","Skin-Melanoma::SP83312","Skin-Melanoma::SP82614","Skin-Melanoma::SP82431","Skin-Melanoma::SP82459","Skin-Melanoma::SP113197","Skin-Melanoma::SP82532","Skin-Melanoma::SP82636","Skin-Melanoma::SP82796","Skin-Melanoma::SP83482","Skin-Melanoma::SP104530","Skin-Melanoma::SP82429","Skin-Melanoma::SP82644","Skin-Melanoma::SP82988","Skin-Melanoma::SP82461","Skin-Melanoma::SP82900","Skin-Melanoma::SP82399","Skin-Melanoma::SP82756","Skin-Melanoma::SP82836","Skin-Melanoma::SP82417","Skin-Melanoma::SP82471","Skin-Melanoma::SP82435","Skin-Melanoma::SP104056","Skin-Melanoma::SP83083","Skin-Melanoma::SP82433","Skin-Melanoma::SP82780","Skin-Melanoma::SP83019","Skin-Melanoma::SP83099","Skin-Melanoma::SP83146","Skin-Melanoma::SP103866","Skin-Melanoma::SP83844","Skin-Melanoma::SP83027"
"Signature11",4374.23994768123,13282.4099540799,4896.40727614027,5905.2882573093,4.99462973974693e-08,2529.48726333282,14336.656115391,212.182074019913,152.801681060625,4733.90084015409,3929.95796767913,1.26587311885114,3781.13404271149,18072.5015442051,11108.6218712011,5669.21562149422,6622.57533195705,4336.15254875863,16812.1242678375,118.032046815218,69.0556660508895,1.27792915206107e-09,2993.87275667945,1116.95786112396,60768.2270965084,1.8421576195631e-09,690.659354690692,0.0277813061366453,36.1873634276755,2928.18592831122,15382.665866116,125923.557348982,17198.0575268134,5876.9719629977,946.965902813901,0.050346496879453,14200.4913435294,53.1539113091117,7245.61520346166,5053.73098135159,305.147364620218,3.46462401518439e-09,0.000749726867253681,5235.49028952221,2032.55862262973,2787.76940007271,8236.89003077165,120.385048056639,14720.1364616535,1.48338058050856,6546.85878507959,923.673485049163,1.28938418558073e-09,4706.61243672279,2278.3759438354,1.17404303445535e-07,5743.78775913435,334.723068919876,30985.0667811109,1794.13343945772,43915.8674907028,1.33288998281477e-09,12506.7034692508,3.79144100847827e-06,2.62428712613024e-06,436.165620718119,4517.52473650046,6765.20710595212,811.782911861849,8906.14899800976,168342.538444763,4898.81316436435,14520.6184313947,3721.17813815991,1236.87398957088,1.99062650402897e-09,4650.27381691543,1278.6221143491,17281.3972759888,1110.96437102624,137.551998424498,18322.1227416661,237.85534908899,283.742642904649,1609.10242783031,1626.12698492866,1941.6111713902,12469.8658213346,4594.43115511029,705.585603877467,45496.6765414995,208.493643198038,1.18959375416793,5.19503816237838,23227.8365764811,1.36306178958957e-09,77.192538428427,1237.80669691613,6534.49658244048,1542.42500662193,1910.50012709221,4045.5076245582,1985.77064169083,33951.4240104105,809.718548194423,1607.86593248772,15.0230138957461
"Signature12",5392.4998563934,10714.7987702595,651.521447754301,242.853645240675,1.36833957119278e-09,3885.37923467008,6142.26355745044,4.35590754107329e-07,3.39628693298661e-05,10961.392563469,41.4499794199258,9.84498834340032,8895.20332158661,26494.4558772737,6406.15574935668,4662.21521202536,5861.64161517119,3411.24133424802,15766.6072225711,1.39921281378046e-09,66.2629314254878,1.27792915206107e-09,2353.22098773172,1248.25134726601,22095.7926455998,379.12361078974,8293.78419523519,1.50077974197158e-08,261.949018052609,445.767238896757,8166.22461431486,83139.6073589043,95.406787964766,19791.2192518954,152.725794299743,241.956265161936,9024.52962276113,0.0338884228938255,237.373415677755,584.726029404155,1267.31433711035,1.33848704464654e-09,2.46617475335347e-07,2958.49534730069,2145.8143227522,8743.25415869759,16146.9597339583,8.59498308307762,10034.0367829894,65.412592384896,4648.35038086607,2.87081844685656,1.28938418558073e-09,261.689263971457,5686.74963136825,1.36146178291669e-09,2956.30098823497,1.45060340161413e-09,9618.55619409553,32.5121205339974,28170.23348212,1.33288998281477e-09,2817.83639294883,1.417263889086e-09,1.57260046609252e-05,2055.40994231705,1918.14140351935,717.317105086006,11923.3677697986,7532.16756439546,176600.161710173,3585.55835104592,6130.46122604175,5879.80451837642,1238.34867173886,1.99062650402897e-09,2102.74301593961,102.087143187936,39027.3877177986,3733.60103517928,30.182865190958,1472.53118095122,17.3910623457115,5394.2230872482,1804.83977784507,1710.02238544409,1826.62125597435,9089.67087426136,9941.62162696243,6431.15806434032,15620.4421209162,6671.76067570762,2328.52011414704,192.144214144203,3389.17843773084,1.36306178958957e-09,255.200477860688,32654.6992635416,4817.20966734273,2922.26379285036,173.108163151467,9833.87457685399,1793.62191584834,46986.8281415208,10255.2592247317,4080.55475294634,8.01671125364842
"Signature13",656.860814964961,4117.69145750506,1121.05571274249,1135.45101973854,51.1271083168192,65.0343298912908,9543.07803872822,73.0924441200899,225.29335781116,9243.5852856565,12217.0759780304,17.2777563377875,2227.14259245989,8221.32560281509,1552.55797097247,18165.4903677068,5875.26690865965,2.55085694030239e-09,3986.44245175891,1.77837438733576e-05,19.0319452391772,141.44863577002,8.88250959162065e-07,1.85170832969968e-09,27715.064009072,1.8421576195631e-09,2226.41192069091,15.3826892426783,116.754224758935,2.94265963855079e-09,38472.947715902,56338.1876362292,21072.8289603485,5597.4345951299,5536.17406966719,766.65059957548,2124.52609147219,0.00464807769279268,3037.23346014782,1970.80786946959,815.007306642552,144.280367114458,0.000495042995977633,2004.28427722323,6.03434917702949e-05,9319.73200874914,30273.7119428623,345.47030089175,1720.45472742107,301.246921001246,2944.28752491259,353.182927351677,291.473852688568,2359.67959285566,736.382880965222,244.210834073275,5349.15604459363,46.7930407391666,9437.74203990455,4.02556605454368e-09,46663.5217744365,100.160328924073,2771.41392171542,22.6593876587025,0.0149220762838212,192.567570692076,2315.20979383645,0.000539446304705284,6506.08509354397,2044.93018283553,97924.5716429711,2384.51247863599,3711.04314039058,366.721634685728,577.705747328053,0.382598414503148,2425.06946006248,3835.32270352339,74103.5786942659,421.88616075603,1.39935202520753e-09,9423.22379343402,1.29392109646444e-09,347.221407249191,5316.27516239205,1995.45702440943,730.812778206973,4374.80268817555,1875.71900938379,1196.53622235668,15984.1760620151,5160.45253410656,1885.44886496507,0.145606784679843,8.09451186345873e-07,1.36306178958957e-09,1.87517658195994e-09,32791.8055297356,2157.70171803029,282.818806517579,386.768519432349,200.309922180533,299.385027181721,15427.5064987242,5485.58807827991,1394.21259964075,58.9905322945962
"Signature14",4385.03203478521,9358.8248814445,3594.82465887238,6648.44531531644,1.36833957119278e-09,606.447614399647,13819.5023951494,1.43360458309393e-09,5.86920635972187e-08,17684.1526351409,6445.13710208096,7.17770326799354e-07,7428.93339054099,13915.4215835646,6732.76021413612,22119.8083420199,1564.99054970251,4701.52949525987,12446.0939458671,0.00322843744357346,1.36309572466133e-09,19.8068886611445,2041.77485729956,0.120105291270388,20111.2742521604,1.8421576195631e-09,1415.33357910321,1.55666257629975e-06,6.87450490145025e-08,947.609615258061,78273.3420033218,24593.6880480194,28814.0033644541,14199.3604038545,7743.54127448814,0.337813461634057,9891.23477378007,1.2032127544388e-09,3663.32675603189,4271.5585735569,2118.88417821007,2.19693809970982e-08,1.06683308884974e-07,4586.42202799901,17.429924606944,6022.27222695424,1437.53254578308,1.35268933115872e-09,19962.465929771,0.836408055017964,9301.62845506794,0.533463008573884,0.000716845569619334,2510.07899898428,2286.18523448189,28.3272301434083,8198.73451999833,1.45060340161413e-09,14142.8056847264,4167.11415283412,43166.9085454492,1.33288998281477e-09,7492.91844570979,0.00730319564174081,0.000125718730356722,1396.70899997135,5109.9822349272,4823.18774766903,10197.1470706692,9910.32949672189,50125.2311707804,3714.99187639739,20115.5091962566,6531.31557624099,776.426072173364,32.3690693723767,4839.4144506713,1589.02837615713,51305.3789021203,2825.35902491492,1.39935202520753e-09,1485.15595473257,1.63674916374314e-06,3778.35272761071,0.000167804540579069,8.4693910217271,1071.40950134049,5353.53502841925,1588.44445766141,353.397794100046,86.0838138298233,713.756340747648,2829.248264452,6.77499876593885e-08,5398.79292486386,74.9776770728109,1.9511166492168e-08,36446.56283638,11178.1438989565,11.1705625558692,2198.10222392153,11448.4687944772,2306.98196925421,14990.3209693345,5775.2957654002,1755.03463608434,1.35883072953525e-09
"Signature15",3.03570747415227e-09,5229.7089486059,1334.61979903692,8072.9640186269,849.389794502222,629.955644946511,11474.0404422485,325.918550683991,827.479175262913,5698.77446551367,10685.5690463961,109.593883903723,733.39309752562,4355.55751333581,6613.68524641337,19510.3089907682,1764.05266676187,317.386150001168,1625.09157947803,177.150117397717,152.981809922798,576.548558102827,7.67226517249487,5641.11754717149,6006.81139874031,2075.37320150354,0.000407150700577033,176.395882184614,564.638186080787,1304.79673962311,970.661856047922,587.969473051924,992.27150840103,451.12233634902,3227.7081059026,2.59687081946504e-09,3996.1352976296,1.2032127544388e-09,1370.9982050286,1308.8640207116,4517.28285734169,507.745359729109,277.07699400917,937.586357352086,318.284547007927,1576.22615313883,2682.00161854795,217.429721932919,423.676602696746,1040.93587309647,2944.35384122989,2160.30858691951,1428.22925789262,3378.15740140584,1752.97732110174,1.36146178291669e-09,11049.4170209833,216.734619751644,5953.2404647374,2903.89546010628,9160.60400628413,521.472507632167,9416.48986932135,163.617591355226,18.781863845805,555.139740061888,6124.88782067055,5969.93663158402,3040.32109274131,522.672398309852,1587.43754684209,2674.185810327,2.66204819903169e-05,943.552601954636,535.574488080131,328.241748524686,1494.17501886573,2431.98105678997,4929.91895923197,5725.69925881527,13.0631324920485,16902.6113958233,257.535815879613,515.452740484276,1557.75606360385,1935.42132172877,914.831086263526,2481.37025346243,3199.99099556055,1946.17124441005,8644.62477257732,3259.65640634553,991.694148562043,3858.17547909149,147.389118246933,1.36306178958957e-09,628.090463739589,6048.13047210097,1006.23352058574,4507.61924908664,2010.16880176392,310.600792724627,877.487774818802,0.0706163886195979,6348.91563772467,7.30312860810458,1744.16514145356
"Signature16",7046.17099151936,19478.8838714544,1569.91129598043,6340.71347673088,1.36833957119278e-09,4616.28222882675,4470.52224167036,84.3809245808145,0.213160651016161,9547.43605203986,1404.34465705086,98.6550601344805,13927.8721683138,39177.124486,6359.44121427962,17650.2807864573,0.728848817638717,5469.46628871066,19199.0066877519,0.0210269112222608,25.0451673879608,1.30821229381564e-09,6811.69164078182,547.241687254536,21601.3687040241,1.8421576195631e-09,4019.5475435738,0.000302110452743582,30.5464579944833,2837.52656011832,28878.7091195003,117910.702106887,1191.88915365137,8589.61375413219,7274.69979787749,1.89783046210372,9596.58264465007,32.0658481283827,2120.14648451904,1678.61958275362,3731.40972445764,1.33848704464654e-09,74.6533772478701,763.359153950036,497.907303010251,12546.5848447936,38041.7726752014,2.38975333982811e-05,7060.36489362319,193.314743683544,6292.00978444356,292.911368347271,1.28938418558073e-09,7638.8176679129,8584.66352354517,183.010882694217,7170.83301800768,15.2061133783223,15671.7005279047,4160.15331861503,34918.5266138141,1.33288998281477e-09,8181.63522938712,172.003090946423,4.24970065126539e-06,2509.87507454775,5466.62024734534,2283.39031933068,12197.4409113265,15800.4649565814,270.664002862167,291.043532007356,200.188253255058,8740.5520555311,3757.87737987197,0.426178694820879,5521.54459724988,2223.43133766482,2292.80170098078,216.392129469671,0.21810010339903,1029.00287096604,0.000319557095853195,6650.20158771017,0.00961765912584308,8319.92473265275,1219.30383836081,19816.5884066071,13404.3267407176,6113.49908458925,25263.2435249069,7886.14702894908,544.960149575226,256.460389858584,22045.6808354347,1.36306178958957e-09,212.217155821847,3309.76209520976,8652.46571245302,503.875711426878,1722.29615880652,11807.8847462892,1275.56542768537,38009.496959237,2042.48967311774,4573.38315878341,0.00249732475936754
"Signature17",994.823645353202,1222.37562082877,447.201968197324,1942.12957896191,613.310914555826,3086.5337718019,35.2286358206035,1446.31208407653,2368.45097662607,1335.35290128105,154.070149069942,1242.91675810397,2326.32013619328,2624.33652896409,101.118328316981,501.446810345447,870.696213937637,2686.51091572572,1889.23990132074,2364.86066189714,950.90658507396,1327.42243557366,1694.24816376803,2438.15926813271,0.00299144015843016,851.889953884412,1205.91555432928,881.688125559595,1566.60583260954,518.510238296904,1016.11280023403,0.00751170869952729,108.806402708544,670.275883232831,3270.86940485783,2067.06938200362,418.370718129683,700.543228524951,1123.00381924153,1202.60745285711,1849.96161064921,2800.8651954361,575.15513704998,576.379350047656,2654.69662693678,875.937429975563,1495.93264042456,2557.6709507284,47526.3504695616,865.999290262761,1964.24030523185,3456.10529725426,1541.49356056335,2000.7980600936,3174.70522818788,2749.82160099287,7.78090947907949,1298.7371562353,2.57681364505539e-06,1700.41762478175,2092.95886490631,1345.620247657,1370.52327694899,1634.39917209548,1785.59929965459,1163.22887663892,2778.61185510928,1738.52339874084,2714.30996642743,1109.35752031413,0.33023508480502,708.033315297367,2313.16786847364,1671.18410201683,3908.89682442541,823.361396539113,1977.94934122696,1396.29071678972,10.054887585618,1378.20842695861,1573.95992998557,1742.21379795948,1886.00913034626,2079.09369031738,2448.60341629048,4150.47048388488,1153.25531579352,799.221315971581,1476.32385275445,2036.30579218858,2.89344162202086e-09,116.441287159468,1109.94962732937,1404.13743059728,847.313918832761,1777.46221502994,1177.13612175163,772.55754649753,2533.29052547349,2300.20247264965,1307.28830670856,1557.47504788815,1678.61079380762,1780.48014977013,1652.87142065403,908.16241350571,1875.04273140065
"Signature18",12528.0205084635,31787.3702786689,21180.1579374431,11515.6333091884,4.9338945156113e-08,8934.55487142168,13911.6891921581,1.43360458309393e-09,1.39853091105327e-09,16382.4985513212,405.688151426781,0.527131833634331,412.723848160801,64571.1789914788,17627.7787290899,45052.2200488177,0.00517752051113177,3453.28682508911,47713.0684329583,0.017396087791168,1.36309572466133e-09,1.27792915206107e-09,6433.95976062447,0.02650214932012,8973.9273017183,0.0999473988890588,3829.23048595672,61.3093487957841,1.20365460350551e-05,5580.5738680588,36027.7267705846,12678.8041559231,50898.3045245695,29136.8035308234,10351.1726730934,4752.50363368783,5823.87349869417,0.00138534003425268,4.33753108243993,10352.9988657819,5230.55759576394,1.33848704464654e-09,1.49813801399558e-09,5542.29175264739,11615.4378884912,18775.7039435869,21088.6187466133,1.35268933115872e-09,14441.6884435242,703.717088926663,11280.8119084774,2.05426574326361e-05,1.65671470484658e-08,6723.8219248277,21116.696194575,1.36146178291669e-09,14680.3670042427,1.45060340161413e-09,36627.9265868214,4214.75563478188,14534.0601227663,1.33288998281477e-09,12476.801214133,1.417263889086e-09,0.00113607935383016,1636.00244320335,5499.17224331776,6287.3952992846,10854.8568056952,10525.7254266171,15325.1897733715,2672.85882118836,1561.09863267113,1682.71252798224,3753.47800575838,115.198809690484,2705.50728195555,7379.47426187704,5872.26905782152,10637.4253184461,6.2007245732434e-08,3460.42945199112,1.29392109646444e-09,3954.87693331005,6414.28257110702,1564.13300610806,688.335195195019,48045.342426426,23302.3364639311,8885.49785760046,25605.249986689,12716.7090210492,149.586202518048,0.106818334418322,52670.7925573848,1.36306178958957e-09,364.075259312576,37442.8867595907,127.151936046033,6840.7622387069,4140.30226105356,6583.66279820338,3.74405696605154,64942.7499524998,10897.3381652918,5107.29373383409,3.32193230637908e-05
"Signature19",3899.7474817128,13144.1255127258,13890.7447365013,392.0150325032,1.45723998406e-06,5532.4693121327,26510.0773749092,106.254110823644,31.5987908956151,300.066247392439,4545.50135410632,0.242714618107126,6368.37415004838,1868.60734395686,38005.8425286525,15412.9644949834,713.130295884989,1045.0479328353,22315.2954066125,438.764727094005,1.36309572466133e-09,1.27792915206107e-09,5890.22939761949,1699.59647197694,14571.7645057627,961.333645773757,5828.8184141756,0.43195906445297,0.0366063105651999,3886.04083122037,26959.0155185621,23131.9171059794,29584.8807016662,9665.03372223463,2504.90598738946,8760.69330725137,7397.84386340046,0.00503375133101645,210.268999748582,3370.28061460143,10.3595549693425,1.33848704464654e-09,7.76948125129603e-06,3790.57063753754,4992.07481031482,5779.78718900141,22335.6299766193,1.35268933115872e-09,3114.07434569796,798.714203688411,2445.49254409068,1.52700696898967e-09,3.88564918563998e-08,6632.79105696149,12846.9980084684,1.36146178291669e-09,2279.86628300532,6.79589712503294,7109.56438490073,107.565592801345,140.624159616885,1.33288998281477e-09,11696.7712772932,9.89123302992433e-07,5.38859175343846e-05,915.327585835753,0.0133786083089387,10927.6267706988,20.4829361430894,7887.39927112326,2653.63406272356,3297.49509455765,14567.2748342317,1040.45809351637,41.5138724887085,3.98236112211558,1190.66848959136,1073.92320974741,9795.22990230381,7813.24257728404,49.1508192660425,13473.3902701689,1.29392109646444e-09,3579.99544001969,9527.75384841814,1484.77202754327,3.53389344634113,12876.4810641754,14544.5903332829,4571.4347142558,15264.4341238365,9807.68877267866,0.000576312396255335,11489.9183623437,21256.6579918856,1.36306178958957e-09,719.674651207024,55.6445571511892,1472.55025052744,11039.3932511445,2164.72260538504,8347.04157785474,7.6876302375862,5284.03596194523,11321.3279326588,6438.06884433532,214.575812956617
"Signature20",911.773655085244,1590.57356174216,250.506314493204,779.630538381933,184.178092738073,2754.44078133177,634.743899555152,434.434373371577,190.159811957738,578.081534277224,1424.06209005625,175.073428313541,3096.8262473897,735.063262040202,2431.49699307316,893.870775032962,4753.5251513751,5511.23265031645,4.32161382780987e-09,826.579585624482,481.165193690195,815.582787778671,679.998185652374,2044.61509875367,2468.22118131696,375.968155469597,6786.74461953254,2692.81127701494,1033.86389959798,1059.38425796923,5577.37658494462,10043.8789531581,7491.22906664827,1627.62180675458,732.451882301096,2.59687081946504e-09,3.7907157060615e-06,2561.51033769873,1321.52806212907,12983.8165961123,308.32999224276,384.376168971067,375.6788675852,364.541323943898,4190.84375974606,3158.24371214526,5169.49187503694,1179.83163496276,1347.69966941375,64.5790965021119,1059.29574785139,897.087948008055,1831.07476759789,807.171844803318,323.252021068576,1538.1108610189,5849.84252925115,91.6245583462754,3.14192566046478e-09,1094.70582235562,2939.77804264736,69.7409249320666,133.28750043799,727.660132746483,2569.31384065586,1398.45114733759,1485.28739899382,72.9429395181727,2204.31050504022,2485.01104167131,7566.01323451114,15778.768440118,1208.72702865971,605.661964136181,4388.47070175037,2.90693040879078e-05,1770.15838039444,939.689965760729,1078.08690586883,366.777211292378,216.451368132831,2008.06540706103,808.580419511162,432.371306900155,1094.5653423875,3678.58458607495,5581.38835393926,100.701490354885,0.324711988662207,1216.74224809799,1558.55018850017,2771.62991761479,970.700265993077,752.332264655238,260.341406342213,376.24047641377,872.095749757294,1.0255351025302,635.612953526314,601.089466371977,859.025373387006,1569.94681026819,2391.0561852766,5.47639357576567,279.099592953447,898.088428963671,194.121006485123
