"","Ovary-AdenoCA::SP101845","Ovary-AdenoCA::SP101682","Ovary-AdenoCA::SP61553","Ovary-AdenoCA::SP101724","Ovary-AdenoCA::SP102103","Ovary-AdenoCA::SP102174","Ovary-AdenoCA::SP101622","Ovary-AdenoCA::SP102161","Ovary-AdenoCA::SP101654","Ovary-AdenoCA::SP102074","Ovary-AdenoCA::SP101694","Ovary-AdenoCA::SP101616","Ovary-AdenoCA::SP101666","Ovary-AdenoCA::SP101558","Ovary-AdenoCA::SP102096","Ovary-AdenoCA::SP102084","Ovary-AdenoCA::SP101580","Ovary-AdenoCA::SP102064","Ovary-AdenoCA::SP101564","Ovary-AdenoCA::SP101921","Ovary-AdenoCA::SP101648","Ovary-AdenoCA::SP101628","Ovary-AdenoCA::SP101708","Ovary-AdenoCA::SP102055","Ovary-AdenoCA::SP101634","Ovary-AdenoCA::SP101588","Ovary-AdenoCA::SP101584","Ovary-AdenoCA::SP101686","Ovary-AdenoCA::SP101532","Ovary-AdenoCA::SP101732","Ovary-AdenoCA::SP101528","Ovary-AdenoCA::SP101536","Ovary-AdenoCA::SP101576","Ovary-AdenoCA::SP102015","Ovary-AdenoCA::SP102168","Ovary-AdenoCA::SP101716","Ovary-AdenoCA::SP101592","Ovary-AdenoCA::SP101658","Ovary-AdenoCA::SP102045","Ovary-AdenoCA::SP101552","Ovary-AdenoCA::SP101519","Ovary-AdenoCA::SP101690","Ovary-AdenoCA::SP102123","Ovary-AdenoCA::SP101662","Ovary-AdenoCA::SP101600","Ovary-AdenoCA::SP101544","Ovary-AdenoCA::SP102133","Ovary-AdenoCA::SP101881","Ovary-AdenoCA::SP102035","Ovary-AdenoCA::SP101642","Ovary-AdenoCA::SP101596","Ovary-AdenoCA::SP101670","Ovary-AdenoCA::SP101674","Ovary-AdenoCA::SP101572","Ovary-AdenoCA::SP101678","Ovary-AdenoCA::SP101740","Ovary-AdenoCA::SP101700","Ovary-AdenoCA::SP101891","Ovary-AdenoCA::SP102143","Ovary-AdenoCA::SP102113","Ovary-AdenoCA::SP101521","Ovary-AdenoCA::SP101526","Ovary-AdenoCA::SP101540","Ovary-AdenoCA::SP101604","Ovary-AdenoCA::SP101548","Ovary-AdenoCA::SP101523","Ovary-AdenoCA::SP102090","Ovary-AdenoCA::SP101795","Ovary-AdenoCA::SP102187","Ovary-AdenoCA::SP101515","Ovary-AdenoCA::SP101931","Ovary-AdenoCA::SP101610","Ovary-AdenoCA::SP61703","Ovary-AdenoCA::SP59707","Ovary-AdenoCA::SP68659","Ovary-AdenoCA::SP62616","Ovary-AdenoCA::SP59761","Ovary-AdenoCA::SP66960","Ovary-AdenoCA::SP61453","Ovary-AdenoCA::SP63796","Ovary-AdenoCA::SP69155","Ovary-AdenoCA::SP59950","Ovary-AdenoCA::SP59938","Ovary-AdenoCA::SP64976","Ovary-AdenoCA::SP64296","Ovary-AdenoCA::SP65807","Ovary-AdenoCA::SP59803","Ovary-AdenoCA::SP66159","Ovary-AdenoCA::SP63356","Ovary-AdenoCA::SP68348","Ovary-AdenoCA::SP62450","Ovary-AdenoCA::SP67428","Ovary-AdenoCA::SP61713","Ovary-AdenoCA::SP68725","Ovary-AdenoCA::SP67609","Ovary-AdenoCA::SP62110","Ovary-AdenoCA::SP64546","Ovary-AdenoCA::SP63546","Ovary-AdenoCA::SP60322","Ovary-AdenoCA::SP60243","Ovary-AdenoCA::SP63966","Ovary-AdenoCA::SP60362","Ovary-AdenoCA::SP69077","Ovary-AdenoCA::SP67346","Ovary-AdenoCA::SP66687","Ovary-AdenoCA::SP63716","Ovary-AdenoCA::SP65376","Ovary-AdenoCA::SP61343","Ovary-AdenoCA::SP60001","Ovary-AdenoCA::SP59860","Ovary-AdenoCA::SP60610","Ovary-AdenoCA::SP64036","Ovary-AdenoCA::SP60842"
"Signature1",1902.55361027014,13.0703651385146,3.33185105083543e-56,0.000677426467639367,461.203717859881,1082.78780795285,2660.3347680113,1738.45504221024,2.38793329715573,567.065975016132,2217.76246164115,424.098193909372,2152.38391251514,1809.78655243926,275.23082634936,1167.29539329176,2233.34700892761,1648.57257572607,610.676228424481,2.49766270605603e-40,2765.46752714306,1135.0470497652,255.308186656104,295.235671994063,2240.42684536571,288.295692193724,1029.76551352236,15.0722362289667,3882.27732338914,1056.61917838269,1815.10921691561,191.543269949289,919.106626066121,1257.3890510428,699.061005286547,1545.00708452456,1.34657227234864,140.511956378745,5272.10705923352,1338.78854612993,1058.17275500778,1684.10047506654,292.819594555398,2553.10774204447,199.832279018775,928.678258276953,1.66755868687994e-112,882.217132075748,1845.08092110828,0.116945600662519,524.882075978612,4569.471890705,1643.61815892775,212.559720458432,3392.26317646539,3038.16492264005,1270.4795240212,2803.71708427843,2050.16587026163,1395.22384401668,5.80143443059812e-08,0.0077029572533796,1.50407195103359e-07,1840.85311635327,1910.29931003614,2033.0440130075,511.477047831804,2830.06271973369,725.299663550815,1311.04736140219,69.171938928822,850.482741289122,1146.76780133746,2.21616055903603e-11,1209.89253728638,2352.07759665779,786.119410619197,384.121315749971,543.966965039589,688.123527535595,566.558572036146,1759.97041055367,2730.75428814837,605.156731022247,2270.60703480868,3765.41938841095,437.594339065297,2395.03671434552,1084.21134442653,2809.08019467448,458.573909880962,2489.16146138811,2139.64668309593,1639.80356106979,3333.56987400058,862.97010315371,1693.65435775668,836.231661305447,1483.60235901965,1268.54784811058,300.141506569284,289.4961197644,3789.1792444814,2631.50761961936,895.431381239678,1043.31946114171,4116.87222475301,724.767325439195,2356.68789882437,1194.5648389082,244.358370428355,1828.42633686189,2099.39881977708
"Signature2",263.92611784006,2631.7501318408,1382.16411937415,509.191691843905,1160.32088557585,0.00925861753625309,2.14359739350087,856.329066480258,838.374255259529,1236.22446509919,2226.8677596547,828.708105677094,443.778244590223,228.082900533829,1660.89655757713,1681.72135098145,735.513722339809,0.0237296772966539,548.673595845663,1263.38896903208,349.549394743123,1098.34868174639,978.329554627539,974.984687203872,2.4175391570139e-07,1506.14241942247,1766.11223801923,2013.43066633169,610.787005071338,4.7396935678975e-05,768.174839488056,1452.15489465118,977.599528052828,4.22508707810389e-20,1191.38070669842,1398.74682868414,1263.12920493573,673.996538374865,11.1339936159483,1.25285327457398e-39,332.506187207026,2002.96504779568,0.103592932980705,27.2623656568759,415.006734974111,1665.87130491207,1.41517879433708e-43,105.159203489903,195.597823981554,5.57689136479243e-16,1095.67508022048,329.283861552316,4.23760368878009e-19,1880.74831085064,362.098226976862,0.089136012961171,516.185943747821,838.140862354778,541.214577157754,129.575822161197,770.403190263566,0.333231187765485,2886.89814187556,635.505560948039,369.23966599388,287.036582785275,1444.84373502546,2.90217333577002e-11,3.40466050529029e-17,176.485880962499,1138.88278004288,180.266892449826,1669.78760926941,923.939618242585,198.310832458398,286.817822363699,570.739922070369,1280.96321292881,1106.24544666999,969.392142811911,1579.5059724615,712.152549495374,2.49873471904186e-07,266.188326560419,135.839145149559,390.103314060444,1149.41098501301,176.09070518967,905.198015746043,30.2761383178656,940.674899988199,3.01819060050064e-11,505.996343886603,339.552531425042,320.505953201417,2265.16650196827,370.071832782244,1150.06900531745,231.973260517044,227.565549952278,2546.07476287891,1251.62444451223,231.949556938525,2463.61423701456,800.738851264396,702.189359938627,511.498411803301,1305.69870425212,402.063150179254,2253.30733949543,805.743701421407,177.16798785424,139.148638166993
"Signature3",154.173058701941,29.3746155954465,301.870129430294,202.150798704537,281.929640053089,525.088884253746,0.0547919277597941,411.608110091897,345.202016483398,408.603310925852,428.050576407818,262.960670853394,163.573850360726,118.741822345755,559.259393184436,432.135939109983,664.13785553102,690.70229333477,0.39096696409878,1.50731696860987e-05,676.892037287761,519.789615091965,388.748817804859,222.988617753555,452.701273371176,300.910389992908,287.820475344256,217.712844981641,993.849250266495,1571.69264667682,0.00128753120056817,1.23558337968263e-24,660.301188630639,1.2247381543737e-06,222.846450748727,1472.53565577751,29.3359533712662,1.3924319125187,318.378003354397,3.52918058242987e-06,219.668386213227,745.047983761987,6521.33348540054,231.271999851571,387.447441331537,654.042481213524,3.22957722444532e-93,1.49394022729549e-07,638.041888093106,188.005749816802,330.236449329315,648.014943551684,69.64179155491,169.785317371191,339.654422575646,19.6196215339781,270.55072873105,512.454418423668,80.6248575861212,180.512065475417,599.848360372172,4.71845802506884e-07,1042.98816572493,405.47808874981,341.913012815349,395.096306283171,619.564094447226,886.165443194878,4.11797263982456e-10,274.088324887881,1288.77118345648,506.259711643294,1004.57250359583,441.609799261045,448.154240545896,611.109452861233,97.7300019881826,474.336267896136,406.41835998032,207.137369493362,80.9970452967804,913.942002401759,739.785946855197,433.782488757052,1007.10902354569,321.454795207959,978.100904544054,984.275911278627,587.574087860237,1093.90082519388,0.0180731457168997,859.333055166603,447.902900259699,246.013514146734,789.29069847788,1098.39514659271,247.253153255154,117.479937372799,418.633298042292,220.982128121148,851.604038887403,478.199402277205,366.580387529644,387.225410313942,78.654281438895,418.492770183653,1021.97883351832,334.078626383254,114.557155680515,689.84397980829,3.86537010359723,546.7493039399,911.332184099917
"Signature4",4002.63064172613,1.77769559834442e-07,3.30998354880023e-11,5377.49530042243,104.503941336977,258.481874575308,1753.50563254647,343.420803952687,592.776606545383,97.0562675304066,270.178499083417,382.10042033261,799.415476521872,827.864626672545,96.9558292438663,381.494304669262,773.625006599745,699.496838703496,241.582183436416,2733.87978926614,857.427008939314,461.499587042942,317.627010001443,83.5971225773823,478.890949806634,168.672556729684,491.32988647058,0.0126376671538968,1095.73221711987,5605.08693338678,756.719698590917,37.3356392217277,628.689294182609,3683.16886448091,240.485072878867,989.606394284269,480.326758139283,14.5958120860393,5247.44421619297,960.801941989547,144.560084002434,551.217821464286,12.2725642636154,809.166652009177,133.636447695838,103.278527953469,1.0093977878822e-129,5726.31288440712,1069.97284171561,1339.72475072489,127.61465219248,1817.50273278012,472.550933010555,0.0274441195385511,1478.07531075866,2913.68928078169,855.046419979017,1348.44542716786,1092.25601281021,567.416331109854,0.00252933171273463,8.3659011586072e-13,35.8268735919864,612.374192137688,957.852071431752,668.177002421404,434.664707200407,786.380103848137,833.849596181546,766.173926763211,506.350598724301,707.059806160259,177.463110559945,31.533872478387,587.464925215511,1211.69299857581,164.76434176991,36.0231614967428,126.286961658874,217.390816154062,1.7006643087392e-05,1015.11020273893,827.896781900489,503.0207261977,1595.66989890562,1112.30679179789,399.31147540916,1105.2724870044,674.894922182842,702.823284832373,34.303498450714,727.232274567546,753.106243439442,676.631707407838,1485.05315827482,0.00113576745557688,602.265069627527,0.137222981869333,369.732442391607,542.923900491553,129.573085747333,0.718826959228152,1577.52536797655,480.540811470873,294.581246989322,315.092623309546,1269.48306422432,0.00563108873364129,823.444095439551,211.569095568996,44.0929636910781,730.069888165694,582.07064252685
"Signature5",2393.94404416732,3.46805111776523e-07,5.12594565656768e-28,0.00960533228320627,2.15950439249246,3061.17109393612,2288.40672250702,211.065995586082,1002.80328005373,245.600724022313,296.537811975509,2832.20690795439,785.216866488181,417.129540106611,618.129071219416,219.056202388298,135.021770928006,948.400232517493,53.8353184331206,6.82604853878098e-41,254.94815826158,839.715929474823,652.604556953728,0.916059431130141,1170.02991790777,1915.37718585327,747.108167494815,517.030110152057,17.3077566720948,0.000383282467719307,1070.49125923089,12.8627641191587,2634.36346946173,2167.8503811432,0.0260257781647078,2590.12479045953,1682.68031758688,3.35833869640036e-13,1363.8056816644,2952.76717499589,854.391580939625,2314.04585689262,2.69773628373077,31.8245751117991,8.96275355082699,7.24679186981252e-11,2.97934818001005e-84,1552.43186926264,1697.08431337783,7860.5253034841,814.11480877601,1915.11586569068,936.076958613496,7.37693568698022e-11,4272.56525822378,6448.54538797016,1107.42462427568,2406.0247551275,325.776861324403,1686.26079196309,1355.17558899924,2848.26490055226,8.25087736999132,837.080026045924,288.08182327775,1345.40221154388,690.463303236211,506.92472397255,2694.43491122854,901.909902177335,4089.97729484392,684.614506579307,0.706677145022205,8.79940401219105e-48,261.786254497851,2171.39774208062,295.718974721206,22.2932291268098,2.9757837605765e-09,537.043870416383,1.99902759638244e-22,4586.76100064955,473.803628896488,582.626487868898,1310.56340076572,80.0677223588015,948.725942042871,1.11395655182994e-07,567.563701916769,711.045769063267,237.092746038359,29.2198163826059,895.910168561955,76.7795614032751,1512.8793956416,107.737989103953,1397.4702167274,1445.84646146295,2140.6651055586,455.180641078862,360.997474070658,7.59388279400857e-08,3576.00677198609,1044.44423671018,233.620897987885,0.0911652851632706,2526.47235128602,0.0427583062330627,2186.65189471107,43.3871966819301,0.000283578385246098,466.682726343076,97.1074744296426
"Signature6",462.792184313826,0.165823994061935,5.61226788214356e-21,464.966349592594,354.862450731794,789.800225156616,14.0383957450193,23.6288515362748,297.252914839309,191.838462047338,4.70081964376716,220.804670686962,808.318334150998,26.646964904817,8.82075406654351e-05,3.20785450682323,106.42931491248,589.562996480854,0.126066274413606,2.16518356302109e-36,79.9539177415424,127.836236533781,20.6366072642972,0.000755310024490024,752.736826764943,43.312210544116,191.285262903092,0.00861670688798992,1164.92950993569,273.650416103512,7.59429893437021,301.837103780506,54.4143930220515,5530.34112120089,611.701535360668,309.606373653818,394.979153507974,257.097803178149,3408.60466006664,810.048601987674,1463.27587672662,226.944481824276,0.000206908575723617,589.859243638003,160.826600547247,4.82292669723822e-06,2.06865491835945e-83,618.517487391755,199.648312141649,3376.51483483306,44.5504243425379,164.13761817496,1071.94570923414,19.244378130167,935.485747050664,4744.05043853902,416.199572467058,438.780742187542,3430.16976969638,387.489611030827,1.29037008921123e-08,1.0804840303328,7.45039655112773e-12,546.657960548518,492.036715146101,66.6133015827747,0.00118512477223288,470.185278768438,458.665890042181,964.656388982112,2637.95520505676,35.2086557729663,224.472852305993,31.0017620940795,633.81018732727,167.302735560256,274.598349722077,424.219760674818,183.258036771115,133.59009214077,126.969956199673,650.810556006682,289.879621214134,359.969132216492,3.88447154780418,927.388951127389,0.918123015123554,427.551105966642,0.00439067615407801,1464.30047172159,335.268616323433,419.861843105494,131.310425288247,15.7932478555128,178.838831139506,14.8212248529642,0.00385607099742515,743.593941564008,75.4742551526459,609.68045985346,0.149583229709014,0.452972466349513,201.948183894364,210.745418085353,359.126800786807,4.66002451243674,633.445392287732,1.03938732058754,824.870121276409,1.11577037384449,266.290348781176,716.019952356386,204.952648175137
"Signature7",684.904019044237,347.092889603956,1.81920135263011e-15,1785.94541578596,113.417429356415,523.785070641602,9.93084131442192e-14,1297.2885523895,2.84276611579141e-33,360.748072343216,634.45975370096,59.5639032714717,49.3493387635309,1.03222603159182e-24,21.4812436151804,202.204935550994,319.599367081749,226.171777165782,2979.46643149752,4348.5835872884,352.293115839345,91.7455302279578,3.57569117043516e-33,60.8910957833533,1008.92228593536,0.459933920845862,87.0534403661797,1.91643362955025e-20,491.113849749473,131.512948664853,1.24040075682181e-07,74.5815763150728,1414.98135477967,1019.32001111814,5.05468724695131e-30,319.55445710304,149.86481558048,2.48923602248049e-29,618.030413524895,326.264886230415,2.57083531786546e-33,171.709238735429,105.930981851389,401.720190264826,51.0327128982094,96.2249609990255,9.05232448421953e-35,637.338625906633,7.71023376882447,692.646092904035,145.186752020808,0.00187553387647763,254.796151167213,118.205311176904,575.971441722275,198.135480005022,348.452455536549,253.821070888148,760.325508483543,622.373284950997,683.205865502693,14399.0356463868,427.619487087548,434.930972238407,380.661754781818,625.891962146122,1470.57242003498,1697.56583929837,562.634566973811,794.286068856114,2714.39355887697,205.703407563964,1.04786100907476e-35,1.77472283143908e-134,102.040619025552,1.14560055720588e-28,455.075284518349,105.962808395808,660.468231907062,304.855983535764,139.751643358416,0.507234934220661,597.68343032114,246.271832889446,3.4776880388282e-16,783.327890253652,5.02154158999383e-21,565.775691180721,6.022037891137e-24,1272.92529849695,172.704636881162,420.429562245725,183.150565950992,4.26645138360643e-25,635.471530322476,432.648379848381,38.5477934079488,1185.45036075634,458.7491096169,681.982228547717,452.015363980413,67.082376481761,1668.27424601897,27.6668200748267,2.88470977900541,144.517297876533,798.022227909977,13.0243952864823,600.968698144481,607.028530792811,294.933470334762,673.07402860772,1256.75040609485
"Signature8",973.011195659313,142.045093848581,513.580947622586,54.7172339588834,2.02574422607579,174.475027212577,282.882858288795,205.705095162542,986.129464634425,163.327950126854,392.030093877574,0.658344447475917,116.363389087887,80.3364898542399,54.45638847671,0.0422669986275064,438.829241224775,28.076744180309,0.0598425666887947,1.90521397957568e-71,2.47351453758965,286.589876439498,13.4490903765087,85.9974021199392,288.257543678477,236.552615819528,7.46657227443713e-05,120.404366442266,3.08450550381749e-06,9.99145517425685e-25,4.03324998845637,206.34687604533,253.204738879573,0.015397480955937,5.85659881625297,1017.90034070598,341.48140023921,0.000124037797040192,533.707610656567,39.7538303417811,1318.89754109275,3.09687428698939,8.77084806946937e-14,278.720111221542,244.159156930765,0.0104275872776071,40624,66.3509272027414,73.6108782396783,839.351900667307,331.981119403648,172.127873878825,402.413128739096,1.87234533772375e-08,193.087059106416,366.518458924438,0.00290506588401278,452.468489916756,2.62913076438395e-10,0.010360603584022,274.340424371027,437.69193769505,3.53610771888823,66.8269143589132,259.737845648473,252.930376689109,156.781925629635,304.396072141349,339.972614449384,71.8448126709946,0.00101385797939068,0.0546689438847839,363.037192233423,99.669784682663,161.858750442798,158.535696791489,99.8951943955085,18.0638828096159,17.9622651977485,142.20858395859,5.08399627918282e-19,8.58890430698128,85.1291714445187,373.446339317771,79.9306885511605,75.0697657696469,125.163635784402,0.000372078765452695,3.82056771248007,138.25813980395,1.96462084181224,28.6188152569469,0.594129431224468,142.213386020056,2.26930765338169,0.0736147295748323,1.2152045886112e-08,514.49073285646,2.94288110750977,277.547952674522,272.501744845386,83.7019016120536,276.232428588249,1.63309771382403e-14,441.303080975651,176.468372427846,8.89422061630494e-06,185.75414869257,1.46726754389024,217.984224012341,132.663338822938,185.148830023199,0.000253967624872674
"Signature9",1948.0690095277,925.108886719375,5.9322647974325e-13,4115.30128186364,1101.90574267667,518.260040715045,3120.41939747289,868.844034330083,2464.17769342925,207.672503578937,3088.62940552303,2936.57135448811,1179.63229560191,1793.38053023173,0.00171212734421755,1556.20000473219,810.131722705413,1611.53547620654,426.573649267555,2.01637966990432e-23,1423.07003095067,973.165383081383,1309.14252448467,668.792127878111,1896.16478431962,585.837369350215,451.707624437531,1337.44890988132,683.977481855715,6518.87205083294,2239.21423662726,0.195842028666715,0.0009747639861003,507.474261411101,156.592464023918,851.275863146522,662.880980970657,106.999902748213,1708.28672451907,10130.6947112811,421.93640180167,4542.37582041791,0.00308792088445979,147.062980329296,28.2872600707134,538.567459386141,2.33722161338167e-100,2.36920426674504,377.152161199293,1285.12916151486,0.0228640027896866,1664.37690051494,1018.83151568148,173.64530169364,1226.66507002255,240.103498822668,2156.330856282,2464.15730835104,34.4310566049657,693.134742148319,8.11394734464742e-13,1.23411166108755e-10,6.17572313964796e-30,262.139043418009,559.312169308876,2.69421007504397,30.8633152874769,1902.25235338709,3312.2347514201,209.503566745961,503.831453776278,3372.26129470172,1349.84842412843,27.1168241338582,1052.44095964948,5172.97895681762,1505.9003815847,3.92282090118792e-07,223.583107489644,738.032455482513,1.02411743309651e-07,5270.17020737056,1167.07657652395,1638.29800562458,4422.53549296224,3816.49251819045,20.269095190215,3308.5329048273,494.071932408594,15.9080379657335,6.23762481717406e-12,774.818676150076,303.28235321122,860.104426931135,2601.28642059444,1487.80919951927,524.350993131157,2220.66947483593,7.77437349229284e-10,1060.20055746519,0.499846488317447,987.656065555051,3267.20838915333,1503.65548743507,1554.74383542614,232.040054320273,2051.68169839984,1061.12892693185,3362.19732643047,1978.39371205731,411.733915582058,1678.21109237866,2369.60663520225
"Signature10",378.778257256121,390.632880359281,0.0708266881724987,8.59458387644491,605.246199667369,239.808583759438,401.909302547103,87.0940579430016,39.8338262431889,578.92236476151,208.561298807849,4074.06854711378,91.5218256937676,35.1531259816505,496.610657382873,273.97722000101,0.0177318146840147,137.791790619813,166.367901607461,1.12528868931232e-46,665.533465196378,399.458769569463,458.07318550855,1.35603320153224e-06,37.7276912823883,348.773538640812,442.084460946908,122.582197246587,3.40755659515654e-08,0.000514486875316439,206.882361742344,9.88362116904396e-05,1099.26527309117,363.495974453663,1.57254792954928e-23,2133.95881648827,1095.55326646696,1.6107472100122e-05,722.590207702448,326.16008609217,274.070936567817,11.0375166216835,25.8334552727666,288.837747192457,5.19917571574351e-09,1520.14811779118,2.21604459516627e-65,1.99982951833779,2.13589818537633,1476.98526045428,965.996116958451,461.812958403028,293.931225318803,1.06325365428072e-19,122.890296586064,1249.78952858654,2.01378502397314e-09,1173.75686604078,1.09238179238549,65.0790192201345,128.924520657834,57.8847646584957,1.90143557399741,316.031588538775,31.1778091802292,170.582553185673,1655.38491065882,0.842299815156726,1077.43172466771,19.0831364535292,610.061826931968,8.06183398390407,1246.38792623499,2.81394893900068e-23,55.3661450392529,1320.59328658753,132.595381154483,266.694352773226,392.308812605372,390.767918549203,717.227289938251,1662.8537501393,120.723207271202,830.902399699879,507.630999942945,0.000151482896689763,2182.41445290111,2363.29242406952,1069.7635284236,1.32249487734295,11.9331713956108,0.0107722984508957,246.544623988261,251.290667977046,1470.12986194651,8.95143398822334,54.064741973885,54.5181613146192,726.077077435934,118.433743222302,0.00503639131560371,297.16958197823,1155.36048190868,263.963419088241,426.332662546905,274.136955587287,904.666786773351,676.057493196191,282.236168668377,486.745595750022,2.44129145979742e-14,1.44588749520697e-08,350.923712497036
